,Survived,Sex,Age,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S,FamilySize
446,1,0,13.0,0,1,0,0,0,1,2
447,1,1,34.0,1,0,0,0,0,1,1
448,1,0,5.0,0,0,1,1,0,0,4
449,1,1,52.0,1,0,0,0,0,1,1
450,0,1,36.0,0,1,0,0,0,1,4
451,0,1,29.69911764705882,0,0,1,0,0,1,2
452,0,1,30.0,1,0,0,1,0,0,1
453,1,1,49.0,1,0,0,1,0,0,2
454,0,1,29.69911764705882,0,0,1,0,0,1,1
455,1,1,29.0,0,0,1,1,0,0,1
456,0,1,65.0,1,0,0,0,0,1,1
457,1,0,29.69911764705882,1,0,0,0,0,1,2
458,1,0,50.0,0,1,0,0,0,1,1
459,0,1,29.69911764705882,0,0,1,0,1,0,1
460,1,1,48.0,1,0,0,0,0,1,1
461,0,1,34.0,0,0,1,0,0,1,1
462,0,1,47.0,1,0,0,0,0,1,1
463,0,1,48.0,0,1,0,0,0,1,1
464,0,1,29.69911764705882,0,0,1,0,0,1,1
465,0,1,38.0,0,0,1,0,0,1,1
466,0,1,29.69911764705882,0,1,0,0,0,1,1
467,0,1,56.0,1,0,0,0,0,1,1
468,0,1,29.69911764705882,0,0,1,0,1,0,1
469,1,0,0.75,0,0,1,1,0,0,4
470,0,1,29.69911764705882,0,0,1,0,0,1,1
471,0,1,38.0,0,0,1,0,0,1,1
472,1,0,33.0,0,1,0,0,0,1,4
473,1,0,23.0,0,1,0,1,0,0,1
474,0,0,22.0,0,0,1,0,0,1,1
475,0,1,29.69911764705882,1,0,0,0,0,1,1
476,0,1,34.0,0,1,0,0,0,1,2
477,0,1,29.0,0,0,1,0,0,1,2
478,0,1,22.0,0,0,1,0,0,1,1
479,1,0,2.0,0,0,1,0,0,1,2
480,0,1,9.0,0,0,1,0,0,1,8
481,0,1,29.69911764705882,0,1,0,0,0,1,1
482,0,1,50.0,0,0,1,0,0,1,1
483,1,0,63.0,0,0,1,0,0,1,1
484,1,1,25.0,1,0,0,1,0,0,2
485,0,0,29.69911764705882,0,0,1,0,0,1,5
486,1,0,35.0,1,0,0,0,0,1,2
487,0,1,58.0,1,0,0,1,0,0,1
488,0,1,30.0,0,0,1,0,0,1,1
489,1,1,9.0,0,0,1,0,0,1,3
490,0,1,29.69911764705882,0,0,1,0,0,1,2
491,0,1,21.0,0,0,1,0,0,1,1
492,0,1,55.0,1,0,0,0,0,1,1
493,0,1,71.0,1,0,0,1,0,0,1
494,0,1,21.0,0,0,1,0,0,1,1
495,0,1,29.69911764705882,0,0,1,1,0,0,1
496,1,0,54.0,1,0,0,1,0,0,2
497,0,1,29.69911764705882,0,0,1,0,0,1,1
498,0,0,25.0,1,0,0,0,0,1,4
499,0,1,24.0,0,0,1,0,0,1,1
500,0,1,17.0,0,0,1,0,0,1,1
501,0,0,21.0,0,0,1,0,1,0,1
502,0,0,29.69911764705882,0,0,1,0,1,0,1
503,0,0,37.0,0,0,1,0,0,1,1
504,1,0,16.0,1,0,0,0,0,1,1
505,0,1,18.0,1,0,0,1,0,0,2
506,1,0,33.0,0,1,0,0,0,1,3
507,1,1,29.69911764705882,1,0,0,0,0,1,1
508,0,1,28.0,0,0,1,0,0,1,1
509,1,1,26.0,0,0,1,0,0,1,1
510,1,1,29.0,0,0,1,0,1,0,1
511,0,1,29.69911764705882,0,0,1,0,0,1,1
512,1,1,36.0,1,0,0,0,0,1,1
513,1,0,54.0,1,0,0,1,0,0,2
514,0,1,24.0,0,0,1,0,0,1,1
515,0,1,47.0,1,0,0,0,0,1,1
516,1,0,34.0,0,1,0,0,0,1,1
517,0,1,29.69911764705882,0,0,1,0,1,0,1
518,1,0,36.0,0,1,0,0,0,1,2
519,0,1,32.0,0,0,1,0,0,1,1
520,1,0,30.0,1,0,0,0,0,1,1
521,0,1,22.0,0,0,1,0,0,1,1
522,0,1,29.69911764705882,0,0,1,1,0,0,1
523,1,0,44.0,1,0,0,1,0,0,2
524,0,1,29.69911764705882,0,0,1,1,0,0,1
525,0,1,40.5,0,0,1,0,1,0,1
526,1,0,50.0,0,1,0,0,0,1,1
527,0,1,29.69911764705882,1,0,0,0,0,1,1
528,0,1,39.0,0,0,1,0,0,1,1
529,0,1,23.0,0,1,0,0,0,1,4
530,1,0,2.0,0,1,0,0,0,1,3
531,0,1,29.69911764705882,0,0,1,1,0,0,1
532,0,1,17.0,0,0,1,1,0,0,3
533,1,0,29.69911764705882,0,0,1,1,0,0,3
534,0,0,30.0,0,0,1,0,0,1,1
535,1,0,7.0,0,1,0,0,0,1,3
536,0,1,45.0,1,0,0,0,0,1,1
537,1,0,30.0,1,0,0,1,0,0,1
538,0,1,29.69911764705882,0,0,1,0,0,1,1
539,1,0,22.0,1,0,0,1,0,0,3
540,1,0,36.0,1,0,0,0,0,1,3
541,0,0,9.0,0,0,1,0,0,1,7
542,0,0,11.0,0,0,1,0,0,1,7
543,1,1,32.0,0,1,0,0,0,1,2
544,0,1,50.0,1,0,0,1,0,0,2
545,0,1,64.0,1,0,0,0,0,1,1
546,1,0,19.0,0,1,0,0,0,1,2
547,1,1,29.69911764705882,0,1,0,1,0,0,1
548,0,1,33.0,0,0,1,0,0,1,3
549,1,1,8.0,0,1,0,0,0,1,3
550,1,1,17.0,1,0,0,1,0,0,3
551,0,1,27.0,0,1,0,0,0,1,1
552,0,1,29.69911764705882,0,0,1,0,1,0,1
553,1,1,22.0,0,0,1,1,0,0,1
554,1,0,22.0,0,0,1,0,0,1,1
555,0,1,62.0,1,0,0,0,0,1,1
556,1,0,48.0,1,0,0,1,0,0,2
557,0,1,29.69911764705882,1,0,0,1,0,0,1
558,1,0,39.0,1,0,0,0,0,1,3
559,1,0,36.0,0,0,1,0,0,1,2
560,0,1,29.69911764705882,0,0,1,0,1,0,1
561,0,1,40.0,0,0,1,0,0,1,1
562,0,1,28.0,0,1,0,0,0,1,1
563,0,1,29.69911764705882,0,0,1,0,0,1,1
564,0,0,29.69911764705882,0,0,1,0,0,1,1
565,0,1,24.0,0,0,1,0,0,1,3
566,0,1,19.0,0,0,1,0,0,1,1
567,0,0,29.0,0,0,1,0,0,1,5
568,0,1,29.69911764705882,0,0,1,1,0,0,1
569,1,1,32.0,0,0,1,0,0,1,1
570,1,1,62.0,0,1,0,0,0,1,1
571,1,0,53.0,1,0,0,0,0,1,3
572,1,1,36.0,1,0,0,0,0,1,1
573,1,0,29.69911764705882,0,0,1,0,1,0,1
574,0,1,16.0,0,0,1,0,0,1,1
575,0,1,19.0,0,0,1,0,0,1,1
576,1,0,34.0,0,1,0,0,0,1,1
577,1,0,39.0,1,0,0,0,0,1,2
578,0,0,29.69911764705882,0,0,1,1,0,0,2
579,1,1,32.0,0,0,1,0,0,1,1
580,1,0,25.0,0,1,0,0,0,1,3
581,1,0,39.0,1,0,0,1,0,0,3
582,0,1,54.0,0,1,0,0,0,1,1
583,0,1,36.0,1,0,0,1,0,0,1
584,0,1,29.69911764705882,0,0,1,1,0,0,1
585,1,0,18.0,1,0,0,0,0,1,3
586,0,1,47.0,0,1,0,0,0,1,1
587,1,1,60.0,1,0,0,1,0,0,3
588,0,1,22.0,0,0,1,0,0,1,1
589,0,1,29.69911764705882,0,0,1,0,0,1,1
590,0,1,35.0,0,0,1,0,0,1,1
591,1,0,52.0,1,0,0,1,0,0,2
592,0,1,47.0,0,0,1,0,0,1,1
593,0,0,29.69911764705882,0,0,1,0,1,0,3
594,0,1,37.0,0,1,0,0,0,1,2
595,0,1,36.0,0,0,1,0,0,1,3
596,1,0,29.69911764705882,0,1,0,0,0,1,1
597,0,1,49.0,0,0,1,0,0,1,1
598,0,1,29.69911764705882,0,0,1,1,0,0,1
599,1,1,49.0,1,0,0,1,0,0,2
600,1,0,24.0,0,1,0,0,0,1,4
601,0,1,29.69911764705882,0,0,1,0,0,1,1
602,0,1,29.69911764705882,1,0,0,0,0,1,1
603,0,1,44.0,0,0,1,0,0,1,1
604,1,1,35.0,1,0,0,1,0,0,1
605,0,1,36.0,0,0,1,0,0,1,2
606,0,1,30.0,0,0,1,0,0,1,1
607,1,1,27.0,1,0,0,0,0,1,1
608,1,0,22.0,0,1,0,1,0,0,4
609,1,0,40.0,1,0,0,0,0,1,1
610,0,0,39.0,0,0,1,0,0,1,7
611,0,1,29.69911764705882,0,0,1,0,0,1,1
612,1,0,29.69911764705882,0,0,1,0,1,0,2
613,0,1,29.69911764705882,0,0,1,0,1,0,1
614,0,1,35.0,0,0,1,0,0,1,1
615,1,0,24.0,0,1,0,0,0,1,4
616,0,1,34.0,0,0,1,0,0,1,3
617,0,0,26.0,0,0,1,0,0,1,2
618,1,0,4.0,0,1,0,0,0,1,4
619,0,1,26.0,0,1,0,0,0,1,1
620,0,1,27.0,0,0,1,1,0,0,2
621,1,1,42.0,1,0,0,0,0,1,2
622,1,1,20.0,0,0,1,1,0,0,3
623,0,1,21.0,0,0,1,0,0,1,1
624,0,1,21.0,0,0,1,0,0,1,1
625,0,1,61.0,1,0,0,0,0,1,1
626,0,1,57.0,0,1,0,0,1,0,1
627,1,0,21.0,1,0,0,0,0,1,1
628,0,1,26.0,0,0,1,0,0,1,1
629,0,1,29.69911764705882,0,0,1,0,1,0,1
630,1,1,80.0,1,0,0,0,0,1,1
631,0,1,51.0,0,0,1,0,0,1,1
632,1,1,32.0,1,0,0,1,0,0,1
633,0,1,29.69911764705882,1,0,0,0,0,1,1
634,0,0,9.0,0,0,1,0,0,1,6
635,1,0,28.0,0,1,0,0,0,1,1
636,0,1,32.0,0,0,1,0,0,1,1
637,0,1,31.0,0,1,0,0,0,1,3
638,0,0,41.0,0,0,1,0,0,1,6
639,0,1,29.69911764705882,0,0,1,0,0,1,2
640,0,1,20.0,0,0,1,0,0,1,1
641,1,0,24.0,1,0,0,1,0,0,1
642,0,0,2.0,0,0,1,0,0,1,6
643,1,1,29.69911764705882,0,0,1,0,0,1,1
644,1,0,0.75,0,0,1,1,0,0,4
645,1,1,48.0,1,0,0,1,0,0,2
646,0,1,19.0,0,0,1,0,0,1,1
647,1,1,56.0,1,0,0,1,0,0,1
648,0,1,29.69911764705882,0,0,1,0,0,1,1
649,1,0,23.0,0,0,1,0,0,1,1
650,0,1,29.69911764705882,0,0,1,0,0,1,1
651,1,0,18.0,0,1,0,0,0,1,2
652,0,1,21.0,0,0,1,0,0,1,1
653,1,0,29.69911764705882,0,0,1,0,1,0,1
654,0,0,18.0,0,0,1,0,1,0,1
655,0,1,24.0,0,1,0,0,0,1,3
656,0,1,29.69911764705882,0,0,1,0,0,1,1
657,0,0,32.0,0,0,1,0,1,0,3
658,0,1,23.0,0,1,0,0,0,1,1
659,0,1,58.0,1,0,0,1,0,0,3
660,1,1,50.0,1,0,0,0,0,1,3
661,0,1,40.0,0,0,1,1,0,0,1
662,0,1,47.0,1,0,0,0,0,1,1
663,0,1,36.0,0,0,1,0,0,1,1
664,1,1,20.0,0,0,1,0,0,1,2
665,0,1,32.0,0,1,0,0,0,1,3
666,0,1,25.0,0,1,0,0,0,1,1
667,0,1,29.69911764705882,0,0,1,0,0,1,1
668,0,1,43.0,0,0,1,0,0,1,1
669,1,0,29.69911764705882,1,0,0,0,0,1,2
670,1,0,40.0,0,1,0,0,0,1,3
671,0,1,31.0,1,0,0,0,0,1,2
672,0,1,70.0,0,1,0,0,0,1,1
673,1,1,31.0,0,1,0,0,0,1,1
674,0,1,29.69911764705882,0,1,0,0,0,1,1
675,0,1,18.0,0,0,1,0,0,1,1
676,0,1,24.5,0,0,1,0,0,1,1
677,1,0,18.0,0,0,1,0,0,1,1
678,0,0,43.0,0,0,1,0,0,1,8
679,1,1,36.0,1,0,0,1,0,0,2
680,0,0,29.69911764705882,0,0,1,0,1,0,1
681,1,1,27.0,1,0,0,1,0,0,1
682,0,1,20.0,0,0,1,0,0,1,1
683,0,1,14.0,0,0,1,0,0,1,8
684,0,1,60.0,0,1,0,0,0,1,3
685,0,1,25.0,0,1,0,1,0,0,4
686,0,1,14.0,0,0,1,0,0,1,6
687,0,1,19.0,0,0,1,0,0,1,1
688,0,1,18.0,0,0,1,0,0,1,1
689,1,0,15.0,1,0,0,0,0,1,2
690,1,1,31.0,1,0,0,0,0,1,2
691,1,0,4.0,0,0,1,1,0,0,2
692,1,1,29.69911764705882,0,0,1,0,0,1,1
693,0,1,25.0,0,0,1,1,0,0,1
694,0,1,60.0,1,0,0,0,0,1,1
695,0,1,52.0,0,1,0,0,0,1,1
696,0,1,44.0,0,0,1,0,0,1,1
697,1,0,29.69911764705882,0,0,1,0,1,0,1
698,0,1,49.0,1,0,0,1,0,0,3
699,0,1,42.0,0,0,1,0,0,1,1
700,1,0,18.0,1,0,0,1,0,0,2
701,1,1,35.0,1,0,0,0,0,1,1
702,0,0,18.0,0,0,1,1,0,0,2
703,0,1,25.0,0,0,1,0,1,0,1
704,0,1,26.0,0,0,1,0,0,1,2
705,0,1,39.0,0,1,0,0,0,1,1
706,1,0,45.0,0,1,0,0,0,1,1
707,1,1,42.0,1,0,0,0,0,1,1
708,1,0,22.0,1,0,0,0,0,1,1
709,1,1,29.69911764705882,0,0,1,1,0,0,3
710,1,0,24.0,1,0,0,1,0,0,1
711,0,1,29.69911764705882,1,0,0,0,0,1,1
712,1,1,48.0,1,0,0,0,0,1,2
713,0,1,29.0,0,0,1,0,0,1,1
714,0,1,52.0,0,1,0,0,0,1,1
715,0,1,19.0,0,0,1,0,0,1,1
716,1,0,38.0,1,0,0,1,0,0,1
717,1,0,27.0,0,1,0,0,0,1,1
718,0,1,29.69911764705882,0,0,1,0,1,0,1
719,0,1,33.0,0,0,1,0,0,1,1
720,1,0,6.0,0,1,0,0,0,1,2
721,0,1,17.0,0,0,1,0,0,1,2
722,0,1,34.0,0,1,0,0,0,1,1
723,0,1,50.0,0,1,0,0,0,1,1
724,1,1,27.0,1,0,0,0,0,1,2
725,0,1,20.0,0,0,1,0,0,1,1
726,1,0,30.0,0,1,0,0,0,1,4
727,1,0,29.69911764705882,0,0,1,0,1,0,1
728,0,1,25.0,0,1,0,0,0,1,2
729,0,0,25.0,0,0,1,0,0,1,2
730,1,0,29.0,1,0,0,0,0,1,1
731,0,1,11.0,0,0,1,1,0,0,1
732,0,1,29.69911764705882,0,1,0,0,0,1,1
733,0,1,23.0,0,1,0,0,0,1,1
734,0,1,23.0,0,1,0,0,0,1,1
735,0,1,28.5,0,0,1,0,0,1,1
736,0,0,48.0,0,0,1,0,0,1,5
737,1,1,35.0,1,0,0,1,0,0,1
738,0,1,29.69911764705882,0,0,1,0,0,1,1
739,0,1,29.69911764705882,0,0,1,0,0,1,1
740,1,1,29.69911764705882,1,0,0,0,0,1,1
741,0,1,36.0,1,0,0,0,0,1,2
742,1,0,21.0,1,0,0,1,0,0,5
743,0,1,24.0,0,0,1,0,0,1,2
744,1,1,31.0,0,0,1,0,0,1,1
745,0,1,70.0,1,0,0,0,0,1,3
746,0,1,16.0,0,0,1,0,0,1,3
747,1,0,30.0,0,1,0,0,0,1,1
748,0,1,19.0,1,0,0,0,0,1,2
749,0,1,31.0,0,0,1,0,1,0,1
750,1,0,4.0,0,1,0,0,0,1,3
751,1,1,6.0,0,0,1,0,0,1,2
752,0,1,33.0,0,0,1,0,0,1,1
753,0,1,23.0,0,0,1,0,0,1,1
754,1,0,48.0,0,1,0,0,0,1,4
755,1,1,0.67,0,1,0,0,0,1,3
756,0,1,28.0,0,0,1,0,0,1,1
757,0,1,18.0,0,1,0,0,0,1,1
758,0,1,34.0,0,0,1,0,0,1,1
759,1,0,33.0,1,0,0,0,0,1,1
760,0,1,29.69911764705882,0,0,1,0,0,1,1
761,0,1,41.0,0,0,1,0,0,1,1
762,1,1,20.0,0,0,1,1,0,0,1
763,1,0,36.0,1,0,0,0,0,1,4
764,0,1,16.0,0,0,1,0,0,1,1
765,1,0,51.0,1,0,0,0,0,1,2
766,0,1,29.69911764705882,1,0,0,1,0,0,1
767,0,0,30.5,0,0,1,0,1,0,1
768,0,1,29.69911764705882,0,0,1,0,1,0,2
769,0,1,32.0,0,0,1,0,0,1,1
770,0,1,24.0,0,0,1,0,0,1,1
771,0,1,48.0,0,0,1,0,0,1,1
772,0,0,57.0,0,1,0,0,0,1,1
773,0,1,29.69911764705882,0,0,1,1,0,0,1
774,1,0,54.0,0,1,0,0,0,1,5
775,0,1,18.0,0,0,1,0,0,1,1
776,0,1,29.69911764705882,0,0,1,0,1,0,1
777,1,0,5.0,0,0,1,0,0,1,1
778,0,1,29.69911764705882,0,0,1,0,1,0,1
779,1,0,43.0,1,0,0,0,0,1,2
780,1,0,13.0,0,0,1,1,0,0,1
781,1,0,17.0,1,0,0,0,0,1,2
782,0,1,29.0,1,0,0,0,0,1,1
783,0,1,29.69911764705882,0,0,1,0,0,1,4
784,0,1,25.0,0,0,1,0,0,1,1
785,0,1,25.0,0,0,1,0,0,1,1
786,1,0,18.0,0,0,1,0,0,1,1
787,0,1,8.0,0,0,1,0,1,0,6
788,1,1,1.0,0,0,1,0,0,1,4
789,0,1,46.0,1,0,0,1,0,0,1
790,0,1,29.69911764705882,0,0,1,0,1,0,1
791,0,1,16.0,0,1,0,0,0,1,1
792,0,0,29.69911764705882,0,0,1,0,0,1,11
793,0,1,29.69911764705882,1,0,0,1,0,0,1
794,0,1,25.0,0,0,1,0,0,1,1
795,0,1,39.0,0,1,0,0,0,1,1
796,1,0,49.0,1,0,0,0,0,1,1
797,1,0,31.0,0,0,1,0,0,1,1
798,0,1,30.0,0,0,1,1,0,0,1
799,0,0,30.0,0,0,1,0,0,1,3
800,0,1,34.0,0,1,0,0,0,1,1
801,1,0,31.0,0,1,0,0,0,1,3
802,1,1,11.0,1,0,0,0,0,1,4
803,1,1,0.42,0,0,1,1,0,0,2
804,1,1,27.0,0,0,1,0,0,1,1
805,0,1,31.0,0,0,1,0,0,1,1
806,0,1,39.0,1,0,0,0,0,1,1
807,0,0,18.0,0,0,1,0,0,1,1
808,0,1,39.0,0,1,0,0,0,1,1
809,1,0,33.0,1,0,0,0,0,1,2
810,0,1,26.0,0,0,1,0,0,1,1
811,0,1,39.0,0,0,1,0,0,1,1
812,0,1,35.0,0,1,0,0,0,1,1
813,0,0,6.0,0,0,1,0,0,1,7
814,0,1,30.5,0,0,1,0,0,1,1
815,0,1,29.69911764705882,1,0,0,0,0,1,1
816,0,0,23.0,0,0,1,0,0,1,1
817,0,1,31.0,0,1,0,1,0,0,3
818,0,1,43.0,0,0,1,0,0,1,1
819,0,1,10.0,0,0,1,0,0,1,6
820,1,0,52.0,1,0,0,0,0,1,3
821,1,1,27.0,0,0,1,0,0,1,1
822,0,1,38.0,1,0,0,0,0,1,1
823,1,0,27.0,0,0,1,0,0,1,2
824,0,1,2.0,0,0,1,0,0,1,6
825,0,1,29.69911764705882,0,0,1,0,1,0,1
826,0,1,29.69911764705882,0,0,1,0,0,1,1
827,1,1,1.0,0,1,0,1,0,0,3
828,1,1,29.69911764705882,0,0,1,0,1,0,1
829,1,0,62.0,1,0,0,0,0,1,1
830,1,0,15.0,0,0,1,1,0,0,2
831,1,1,0.83,0,1,0,0,0,1,3
832,0,1,29.69911764705882,0,0,1,1,0,0,1
833,0,1,23.0,0,0,1,0,0,1,1
834,0,1,18.0,0,0,1,0,0,1,1
835,1,0,39.0,1,0,0,1,0,0,3
836,0,1,21.0,0,0,1,0,0,1,1
837,0,1,29.69911764705882,0,0,1,0,0,1,1
838,1,1,32.0,0,0,1,0,0,1,1
839,1,1,29.69911764705882,1,0,0,1,0,0,1
840,0,1,20.0,0,0,1,0,0,1,1
841,0,1,16.0,0,1,0,0,0,1,1
842,1,0,30.0,1,0,0,1,0,0,1
843,0,1,34.5,0,0,1,1,0,0,1
844,0,1,17.0,0,0,1,0,0,1,1
845,0,1,42.0,0,0,1,0,0,1,1
846,0,1,29.69911764705882,0,0,1,0,0,1,11
847,0,1,35.0,0,0,1,1,0,0,1
848,0,1,28.0,0,1,0,0,0,1,2
849,1,0,29.69911764705882,1,0,0,1,0,0,2
850,0,1,4.0,0,0,1,0,0,1,7
851,0,1,74.0,0,0,1,0,0,1,1
852,0,0,9.0,0,0,1,1,0,0,3
853,1,0,16.0,1,0,0,0,0,1,2
854,0,0,44.0,0,1,0,0,0,1,2
855,1,0,18.0,0,0,1,0,0,1,2
856,1,0,45.0,1,0,0,0,0,1,3
857,1,1,51.0,1,0,0,0,0,1,1
858,1,0,24.0,0,0,1,1,0,0,4
859,0,1,29.69911764705882,0,0,1,1,0,0,1
860,0,1,41.0,0,0,1,0,0,1,3
861,0,1,21.0,0,1,0,0,0,1,2
862,1,0,48.0,1,0,0,0,0,1,1
863,0,0,29.69911764705882,0,0,1,0,0,1,11
864,0,1,24.0,0,1,0,0,0,1,1
865,1,0,42.0,0,1,0,0,0,1,1
866,1,0,27.0,0,1,0,1,0,0,2
867,0,1,31.0,1,0,0,0,0,1,1
868,0,1,29.69911764705882,0,0,1,0,0,1,1
869,1,1,4.0,0,0,1,0,0,1,3
870,0,1,26.0,0,0,1,0,0,1,1
871,1,0,47.0,1,0,0,0,0,1,3
872,0,1,33.0,1,0,0,0,0,1,1
873,0,1,47.0,0,0,1,0,0,1,1
874,1,0,28.0,0,1,0,1,0,0,2
875,1,0,15.0,0,0,1,1,0,0,1
876,0,1,20.0,0,0,1,0,0,1,1
877,0,1,19.0,0,0,1,0,0,1,1
878,0,1,29.69911764705882,0,0,1,0,0,1,1
879,1,0,56.0,1,0,0,1,0,0,2
880,1,0,25.0,0,1,0,0,0,1,2
881,0,1,33.0,0,0,1,0,0,1,1
882,0,0,22.0,0,0,1,0,0,1,1
883,0,1,28.0,0,1,0,0,0,1,1
884,0,1,25.0,0,0,1,0,0,1,1
885,0,0,39.0,0,0,1,0,1,0,6
886,0,1,27.0,0,1,0,0,0,1,1
887,1,0,19.0,1,0,0,0,0,1,1
888,0,0,29.69911764705882,0,0,1,0,0,1,4
889,1,1,26.0,1,0,0,1,0,0,1
890,0,1,32.0,0,0,1,0,1,0,1
